timestamp,Target1,Target2,Target3,Target4,Target5,Target6,Target7,Target8,Target9,Target10
1424854801000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424855701000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424856601000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424857501000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424858401000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424859301000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424860201000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424861101000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424862001000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424862901000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424863801000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424864701000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424865601000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424866501000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424867401000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424868301000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424869201000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424870101000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424871001000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424871901000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424872801000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424873701000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424874601000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424875501000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424876401000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424877301000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424878201000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424879101000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424880001000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424880901000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424881801000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424882701000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424883601000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424884501000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424885402000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424886301000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424887201000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424888101000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424889001000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424889901000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424890801000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424891701000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424892601000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424893501000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424894401000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424895301000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424896201000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424897101000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424898001000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424898901000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424899801000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424900701000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424901601000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424902501000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424903401000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424904301000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424905201000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424906101000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424907001000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424907901000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424908801000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424909701000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424910601000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424911501000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424912401000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424913301000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424914201000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424915101000,<head>,1000000,1000000,1000000,1500000,1500000,1500000,2000000,2000000,1000000
1424916001000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424916901000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424917801000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424918701000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424919601000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424920501000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424921401000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424922301000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424923201000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424924101000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424925001000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424925901000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424926801000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424927701000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424928601000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424929501000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424930401000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424931301000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424932201000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424933101000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424934001000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424934901000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424935801000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424936701000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424937601000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424938501000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424939401000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424940301000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424941201000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424942101000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424943001000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424943901000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424944801000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424945701000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424946601000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424947501000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424948401000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424949301000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424950201000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424951101000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424952001000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424952901000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424953801000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424954701000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424955601000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424956501000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424957401000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424958301000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424959201000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424960101000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424961001000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424961901000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424962801000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424963701000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424964601000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424965501000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424966401000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424967301000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424968201000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424969101000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424970001000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424970901000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424971801000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424972701000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424973601000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424974501000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424975401000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424976301000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424977201000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424978101000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424979001000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424979901000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424980801000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424981701000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424982601000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424983501000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424984401000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424985301000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424986201000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424987101000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424988001000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424988901000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424989801000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424990701000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424991601000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424992501000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424993401000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424994301000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424995201000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424996101000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424997001000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424997901000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424998801000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1424999701000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425000601000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425001501000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425002401000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425003301000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425004201000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425005101000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425006001000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425006901000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425007801000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425008701000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425009601000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425010501000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425011402000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425012301000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425013201000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425014101000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425015001000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425015901000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425016801000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425017701000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425018601000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425019501000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425020401000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425021301000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425022201000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425023101000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425024001000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425024901000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425025801000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425026701000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425027601000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425028501000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425029401000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425030301000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425031201000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425032101000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425033001000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425033901000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425034801000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425035701000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425036601000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425037501000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425038401000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425039301000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425040201000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425041101000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425042001000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425042901000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425043801000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425044701000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425045601000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425046501000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425047401000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425048301000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425049201000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425050101000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425051001000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425051901000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425052801000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425053701000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425054601000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425055501000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425056401000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425057301000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425058201000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425059101000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425060001000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425060901000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425061801000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425062701000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425063601000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425064501000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425065401000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425066301000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425067201000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425068101000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425069001000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425069901000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425070801000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425071701000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425072601000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425073501000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425074401000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425075301000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425076201000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425077101000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425078001000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425078901000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425079801000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425080701000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425081601000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425082501000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425083401000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425084301000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425085201000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425086101000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425087001000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425087901000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425088801000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425089701000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425090601000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425091501000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425092401000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425093301000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425094201000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425095101000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425096001000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425096901000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425097801000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425098701000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425099601000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425100501000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425101401000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425102301000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425103201000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425104101000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425105001000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425105901000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425106801000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425107701000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425108601000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425109501000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425110401000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425111301000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425112201000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425113101000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425114001000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425114901000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425115801000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425116701000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
1425117601000,999484,837819,912368,1000000,707402,690341,732112,1686682,1121649,475592
